1.000000000000000000e+00,-4.134465798627307009e-01,-4.877223646701313031e-01,1.157384073340996522e-01,1.157354245772503759e-01,1.581241196487804257e-01,9.849600184197482289e-01,7.974493382566539834e-01,-7.736835657488788653e-01,9.851612710506503223e-01,-8.032117154407962811e-01,1.176465829277182573e+00,4.410519326070420632e-01,-9.830476075415447434e-01,1.581241196487804257e-01,1.176469369709834512e+00,-4.877229775177560067e-01,-7.735982509849409494e-01,2.389999999999999858e+01
1.000000000000000000e+00,-4.127879073661592235e-01,-4.877223646701313031e-01,-1.034027237320761516e+00,-1.034035340297936756e+00,-3.860906743185652523e-01,8.196996119915984647e-01,2.071438450803711750e-01,-4.182025237935995121e-01,8.196173516920707280e-01,-6.666082090210975197e-01,-8.579291395016452881e-01,3.793225950518934186e-01,-8.036251648238306178e-01,-3.860906743185652523e-01,-8.579386868196211546e-01,-4.877234379453137536e-01,-4.183050864533231494e-01,2.989999999999999858e+01
1.000000000000000000e+00,-3.879829528353796464e-01,-4.877223646701313031e-01,-2.110985271870791935e-01,-2.110841454651094518e-01,2.617840804044654912e-01,-5.109315914902319289e-01,-9.236823406428698036e-01,-6.718594962291932760e-01,-5.113200541476743410e-01,-1.023763346788634232e-01,3.442133420494796203e-01,4.410519326070420632e-01,1.313339702755074723e-01,2.617840804044654912e-01,3.442183923262582823e-01,-4.877271849710307361e-01,-6.718631148057385705e-01,2.450000000000000000e+01
1.000000000000000000e+00,-3.479517245499335054e-01,-4.877223646701313031e-01,-7.203221439187371677e-01,-7.203225431247611832e-01,-4.120056645074864909e-01,8.467681268375875092e-01,3.244937322780658828e-01,-2.485908150885396684e-01,8.466993298718185068e-01,-6.012760972551546290e-01,-4.880391451782232770e-01,3.696739596969146335e-01,-3.817020768704562084e-01,-4.120056645074864909e-01,-4.880227526872686905e-01,-4.877219093710808417e-01,-2.485243759932436458e-01,2.750000000000000000e+01
1.000000000000000000e+00,-3.305620724010505662e-01,-4.877223646701313031e-01,-4.372580131280732751e-01,-4.372488980619760324e-01,-1.442174325553000624e-01,2.996991952133669090e-01,9.183552826421578219e-01,3.135807283940938439e-01,2.998015437927765148e-01,-6.012760972551546290e-01,1.176465829277182573e+00,3.428112817199850393e-01,2.059668141066844232e-02,-1.442174325553000624e-01,1.176460226704581613e+00,-4.877244165077453397e-01,3.135415069471767513e-01,1.839999999999999858e+01
1.000000000000000000e+00,3.709567209527127596e-01,-4.877223646701313031e-01,1.015999070725025488e+00,1.016004555684706157e+00,1.367490328465105431e+00,-2.901094966939963271e-01,5.627495638612645124e-01,-5.122305394378282584e-01,-2.901782300491293487e-01,1.530926459469708956e+00,8.065758349537588412e-01,4.410519326070420632e-01,2.869268698197750544e-01,1.367490328465105431e+00,8.065682398402393982e-01,-4.877186599273832246e-01,-5.122517751203041758e-01,2.000000000000000000e+01
1.000000000000000000e+00,-4.003487725324973989e-01,-4.877223646701313031e-01,-2.110985271870791935e-01,-2.111031618930385712e-01,2.617840804044654912e-01,-8.229318415571710288e-01,-5.182918212326514951e-01,-6.718594962291932760e-01,-8.231956992729719813e-01,-1.023763346788634232e-01,3.442133420494796203e-01,4.410519326070420632e-01,-9.014060745417083742e-02,2.617840804044654912e-01,3.442226940917620381e-01,-4.877186217224667164e-01,-6.717705650117702376e-01,2.180000000000000071e+01
1.000000000000000000e+00,-4.169785074724382534e-01,-4.877223646701313031e-01,-8.676905831448044060e-01,-8.676788591390347527e-01,-3.428990240036964843e-01,-5.550960104494797598e-01,-3.191526187153511107e-01,8.651515400826613744e-01,-5.546440578444921110e-01,-1.094236576943632855e+00,8.065758349537588412e-01,4.181364236389675804e-01,-2.933925933453311874e-01,-3.428990240036964843e-01,8.065961978610679539e-01,-4.877204798002065522e-01,8.650697176484674067e-01,1.850000000000000000e+01
1.000000000000000000e+00,-3.924679772201615235e-01,-4.877223646701313031e-01,-5.481491159120447376e-01,-5.481546469003977240e-01,-5.329422853891191414e-01,-2.872601793417871585e-01,-8.845657115769715029e-01,7.705055445580608620e-01,-2.875782643334821587e-01,-7.200617550114144505e-01,5.291583392111922635e-01,4.410519326070420632e-01,1.919494357693608128e-02,-5.329422853891191414e-01,5.291771127810801501e-01,-4.877218228024675084e-01,7.705207924329572355e-01,2.219999999999999929e+01
1.000000000000000000e+00,-2.781254575193994327e-01,-4.877223646701313031e-01,1.231944902462232427e+00,1.231958972578016454e+00,4.345506816639406189e-01,9.379462821082912294e-01,1.025036998276425804e+00,-9.116356898133640696e-01,9.382031521839900856e-01,-3.110494002510753864e-02,-1.736417876019776818e+00,7.407485836710867022e-02,-1.130230080083419519e+00,4.345506816639406189e-01,-1.736410289543988794e+00,-4.877223971094905575e-01,-9.115189687956085640e-01,4.129999999999999716e+01
1.000000000000000000e+00,-4.036712283235072141e-01,-4.877223646701313031e-01,-1.644075365411964695e-01,-1.643996774008972817e-01,-6.647246198853626331e-02,-7.887400333306572309e-01,-1.200134161980507957e-01,-4.924076463520631330e-01,-7.889306937478038906e-01,1.411342637214691720e-01,-3.030941480165106339e-01,3.818443974742176117e-01,1.341374459429716948e-01,-6.647246198853626331e-02,-3.031328660695610799e-01,-4.877218694462249204e-01,-4.923496998223185206e-01,1.930000000000000071e+01
1.000000000000000000e+00,2.437619414425239439e-01,-4.877223646701313031e-01,1.015999070725025488e+00,1.015999389683700738e+00,-1.960474129331425952e-01,6.629871576200763172e-01,2.249241310194158572e-01,-2.202588144191966746e-01,6.628787355909078194e-01,1.530926459469708956e+00,8.065758349537588412e-01,3.990584400961684208e-01,-6.886826624577950806e-01,-1.960474129331425952e-01,8.065584155976712744e-01,-4.877208242614304856e-01,-2.202020097385657404e-01,2.369999999999999929e+01
1.000000000000000000e+00,-3.903592942452718817e-01,-4.877223646701313031e-01,1.568995491187198388e+00,1.568988743513476836e+00,5.986789528604420374e-01,-8.428770630226377625e-01,9.752521976471005827e-01,-9.539435431618795702e-01,-8.427156527828177923e-01,1.708306781605341274e-01,1.268938327858037951e+00,3.885326560725553824e-01,6.359595904190784577e-01,5.986789528604420374e-01,1.268939635664513066e+00,-4.877224739670457665e-01,-9.539297852259033261e-01,1.619999999999999929e+01
1.000000000000000000e+00,-3.795156364306904173e-01,-4.877223646701313031e-01,1.568995491187198388e+00,1.569005741879165194e+00,5.986789528604420374e-01,2.412881894930719306e-01,1.060597570154515168e+00,-9.247083411289165333e-01,2.416996562825309280e-01,1.708306781605341274e-01,1.268938327858037951e+00,4.101324420376781243e-01,2.715077536487215948e-01,5.986789528604420374e-01,1.268935567769342354e+00,-4.877207222568509248e-01,-9.247871765383213205e-01,1.710000000000000142e+01
1.000000000000000000e+00,-1.865851090162020665e-01,-4.877223646701313031e-01,1.231944902462232427e+00,1.231941738641029627e+00,4.345506816639406189e-01,2.342659736747568999e+00,9.823643120227185666e-01,-8.314884530205582935e-01,2.341970155806563536e+00,-3.110494002510753864e-02,-1.736417876019776818e+00,1.384356419281607409e-01,-1.254984747285579960e+00,4.345506816639406189e-01,-1.736410806346146307e+00,-4.877207723355793112e-01,-8.314054055479799255e-01,5.000000000000000000e+01
1.000000000000000000e+00,-1.138180903976182684e-01,-4.877223646701313031e-01,-1.804575645757185431e-01,-1.804555722773471538e-01,-9.238745217745752969e-02,-1.868631309818052477e+00,-1.094373085657698752e+00,-6.064011658236810876e-01,-1.868554141759330545e+00,-6.190939459185935689e-01,-2.567665227394407695e-02,-6.824251311882936766e-02,-1.831123929045835310e-03,-9.238745217745752969e-02,-2.567362640836093682e-02,-4.877247183743939063e-01,-6.064529758680360372e-01,1.610000000000000142e+01
1.000000000000000000e+00,-1.492525759949772379e-01,-4.877223646701313031e-01,1.231944902462232427e+00,1.231956137912807003e+00,2.732346478414958035e+00,-1.565179011807742215e+00,8.970189395153039813e-01,-1.076921539355822688e+00,-1.564632802346650919e+00,-3.110494002510753864e-02,-1.736417876019776818e+00,3.464390542036297274e-03,2.196093799362951238e+00,2.732346478414958035e+00,-1.736437174124819238e+00,-4.877272155420889210e-01,-1.076946211188039237e+00,1.780000000000000071e+01
1.000000000000000000e+00,-2.628642717949498109e-01,-4.877223646701313031e-01,-4.372580131280732751e-01,-4.372684755910454246e-01,-1.442174325553000624e-01,-3.029314247789395287e-01,1.117494485159457929e+00,1.806199802864559001e-01,-3.027412510063516304e-01,-6.012760972551546290e-01,1.176465829277182573e+00,2.199008245275843876e-01,5.423838942023961190e-02,-1.442174325553000624e-01,1.176444117353043550e+00,-4.877222456702876019e-01,1.806659540063101366e-01,1.450000000000000000e+01
1.000000000000000000e+00,-4.173415919581808242e-01,-4.877223646701313031e-01,-5.933810131002436039e-01,-5.933842672673216301e-01,-7.402622069004892724e-01,1.282713681725639043e+00,-2.658117608982171198e-01,5.571598750882438278e-01,1.283000246375364473e+00,-9.873294849629989933e-01,-3.030941480165106339e-01,3.964269940902649947e-01,-1.208727398772419415e+00,-7.402622069004892724e-01,-3.030987033249766816e-01,-4.877214527694796464e-01,5.571179782236376221e-01,3.470000000000000284e+01
1.000000000000000000e+00,-3.977792515564728681e-01,-4.877223646701313031e-01,-4.768005992648963881e-02,-4.767436466229627717e-02,-1.224008690427019097e+00,-5.646547381281886990e-02,-2.218087157005321330e+00,7.093730733151498713e-01,-5.649450224559453976e-02,-6.131546630307805890e-01,3.442133420494796203e-01,2.247251422050737801e-01,-7.167174191324379162e-01,-1.224008690427019097e+00,3.442191456541918715e-01,-4.877257555346170004e-01,7.094274909173730048e-01,2.339999999999999858e+01
